City,State,Lat,Long,commas,CityState,Opened,Mopened
Murfreesboro,Tennessee,35.845999,-86.3920452,",","Murfreesboro,Tennessee",3/27/15,3/15
Prospect,Kentucky,38.345068,-85.615517,",","Prospect,Kentucky",3/27/15,3/15
Miami,Florida,25.7742658,-80.1936589,",","Miami,Florida",3/27/15,3/15
Mount Pleasant,South Carolina,32.7940651,-79.8625851,",","Mount Pleasant,South Carolina",3/27/15,3/15
Rochester,New York,43.157285,-77.615214,",","Rochester,New York",3/27/15,3/15
Washington,Washington,38.8948932,-77.0365529,",","Washington,Washington",3/27/15,3/15
Omaha,Nebraska,41.2587459,-95.9383758,",","Omaha,Nebraska",3/28/15,3/15
Latham,New York,42.7442986,-73.7614799,",","Latham,New York",3/28/15,3/15
Baton Rouge,Louisiana,30.4459596,-91.18738,",","Baton Rouge,Louisiana",4/1/15,4/15
Pomona,California,34.055103,-117.749991,",","Pomona,California",4/2/15,4/15
Columbus,Ohio,39.9622601,-83.0007065,",","Columbus,Ohio",4/3/15,4/15
Austin,Texas,30.2711286,-97.7436995,",","Austin,Texas",4/7/15,4/15
Normal,Illinois,40.5117699,-88.9944815,",","Normal,Illinois",4/9/15,4/15
Anaheim,California,33.836593,-117.914301,",","Anaheim,California",4/10/15,4/15
Cincinnati,Ohio,39.1014537,-84.5124602,",","Cincinnati,Ohio",4/10/15,4/15
Cary,North Carolina,35.7883046,-78.7811964,",","Cary,North Carolina",4/10/15,4/15
Littleton,Massachusetts,42.5375917,-71.5120096,",","Littleton,Massachusetts",4/10/15,4/15
Dallas,Texas,32.7762719,-96.7968559,",","Dallas,Texas",4/14/15,4/15
Burien,Washington,47.469918,-122.3485274,",","Burien,Washington",4/17/15,4/15
Gardendale,Alabama,33.660103,-86.81277,",","Gardendale,Alabama",4/17/15,4/15
Oviedo,Florida,28.6593925,-81.2046905,",","Oviedo,Florida",4/17/15,4/15
Riverview,Florida,27.871197,-82.3269883,",","Riverview,Florida",4/18/15,4/15
Boise,Idaho,43.6166163,-116.200886,",","Boise,Idaho",4/24/15,4/15
Macomb Township,Michigan,42.7008653,-82.9590938,",","Macomb Township,Michigan",4/24/15,4/15
Sarasota,Florida,27.3364347,-82.5306527,",","Sarasota,Florida",4/24/15,4/15
Tampa,Florida,27.9477595,-82.458444,",","Tampa,Florida",4/24/15,4/15
Pittsburgh,Pennsylvania,40.4416941,-79.9900861,",","Pittsburgh,Pennsylvania",4/24/15,4/15
Charlottesville,Virginia,38.029306,-78.4766781,",","Charlottesville,Virginia",4/24/15,4/15
Richmond,Virginia,37.5385087,-77.43428,",","Richmond,Virginia",4/24/15,4/15
Lynn,Massachusetts,42.466763,-70.9494939,",","Lynn,Massachusetts",4/24/15,4/15
Oakbrook Terrace,Illinois,41.8500302,-87.9645077,",","Oakbrook Terrace,Illinois",4/26/15,4/15
Wheatridge,Colorado,39.7392364,-104.9848623,",","Wheatridge,Colorado",4/27/15,4/15
New York,New York,40.7127281,-74.0060152,",","New York,New York",4/27/15,4/15
Waco,Texas,31.549333,-97.1466695,",","Waco,Texas",4/28/15,4/15
Hoover,Alabama,33.405387,-86.811378,",","Hoover,Alabama",4/28/15,4/15
Jackson,Tennessee,35.0320187,-85.2880127,",","Jackson,Tennessee",4/28/15,4/15
Dublin,California,37.71594,-121.910122,",","Dublin,California",4/29/15,4/15
Maricopa,Arizona,33.058106,-112.047642,",","Maricopa,Arizona",4/30/15,4/15
Cranford,New Jersey,40.6584358,-74.2995923,",","Cranford,New Jersey",4/30/15,4/15
Tigard,Oregon,45.4307473,-122.7719339,",","Tigard,Oregon",5/1/15,5/15
Alvin,Texas,29.4238472,-95.2441009,",","Alvin,Texas",5/4/15,5/15
Windsor,California,38.5471327,-122.8163802,",","Windsor,California",5/7/15,5/15
Santa Fe Spings,California,33.947236,-118.085345,",","Santa Fe Spings,California",5/7/15,5/15
Clearfield,Utah,41.1134756,-112.0244382,",","Clearfield,Utah",5/11/15,5/15
American Fork,Utah,40.3768954,-111.7957645,",","American Fork,Utah",5/11/15,5/15
San Jose,California,37.338208,-121.886329,",","San Jose,California",5/14/15,5/15
Modesto,California,37.63926,-120.997001,",","Modesto,California",5/14/15,5/15
Schaumburg,Illinois,42.0333608,-88.083406,",","Schaumburg,Illinois",5/14/15,5/15
Norfolk,Virginia,36.8462923,-76.2929252,",","Norfolk,Virginia",5/15/15,5/15
Ft. Collins,Colorado,40.5508527,-105.0668085,",","Ft. Collins,Colorado",5/18/15,5/15
Southampton,New York,40.884267,-72.3895296,",","Southampton,New York",5/18/15,5/15
Hollister,California,36.852455,-121.401602,",","Hollister,California",5/20/15,5/15
Granbury,Texas,32.4407788,-97.7926088,",","Granbury,Texas",5/20/15,5/15
Stockton,California,37.957702,-121.29078,",","Stockton,California",5/21/15,5/15
Laguna Miguel,California,33.523674,-117.714944,",","Laguna Miguel,California",5/21/15,5/15
Brooklyn,New York,40.6501038,-73.9495823,",","Brooklyn,New York",5/27/15,5/15
Santa Fe Springs,California,33.947236,-118.085345,",","Santa Fe Springs,California",5/28/15,5/15
Palatine,Illinois,42.1105779,-88.0336888,",","Palatine,Illinois",5/28/15,5/15
Clarksville,Tennessee,36.5277607,-87.3588703,",","Clarksville,Tennessee",5/28/15,5/15
Lauderhill,Florida,26.1567308,-80.2250677,",","Lauderhill,Florida",5/29/15,5/15
Sioux City,Iowa,42.4966815,-96.4058782,",","Sioux City,Iowa",5/30/15,5/15
Spring,Texas,30.0798826,-95.4172549,",","Spring,Texas",6/3/15,6/15
Middleton,Wisconsin,43.0962919,-89.5119565,",","Middleton,Wisconsin",6/3/15,6/15
Key West,Florida,24.5625566,-81.7724368,",","Key West,Florida",6/3/15,6/15
Fayetteville,Arkansas,36.082156,-94.171854,",","Fayetteville,Arkansas",6/5/15,6/15
Franklin,Massachusetts,42.5896205,-72.6110645,",","Franklin,Massachusetts",6/5/15,6/15
Newport News,Virginia,36.9786449,-76.4321089,",","Newport News,Virginia",6/11/15,6/15
Anchorage,Alaska,61.218056,-149.900278,",","Anchorage,Alaska",6/12/15,6/15
Ponderay,Idaho,48.3054806,-116.5338037,",","Ponderay,Idaho",6/12/15,6/15
Houston,Texas,31.3378465,-95.390805,",","Houston,Texas",6/15/15,6/15
San Antonio,Texas,29.4246002,-98.4951405,",","San Antonio,Texas",6/16/15,6/15
Albany,Oregon,44.6365071,-123.1059324,",","Albany,Oregon",6/19/15,6/15
New York,New York,40.7127281,-74.0060152,",","New York,New York",6/22/15,6/15
New York,New York,40.7127281,-74.0060152,",","New York,New York",6/22/15,6/15
Killeen,Texas,31.1171441,-97.727796,",","Killeen,Texas",6/23/15,6/15
Sand Springs,Oklahoma,36.1394339,-96.1100025,",","Sand Springs,Oklahoma",6/23/15,6/15
Pacifica,California,37.613825,-122.486919,",","Pacifica,California",6/24/15,6/15
Covina,California,34.090009,-117.89034,",","Covina,California",6/25/15,6/15
Phoenix,Arizona,33.448377,-112.074037,",","Phoenix,Arizona",6/25/15,6/15
Ann Arbor,Michigan,42.2681569,-83.7312291,",","Ann Arbor,Michigan",6/25/15,6/15
Palm City,Florida,27.1713925,-80.2842217,",","Palm City,Florida",6/25/15,6/15
Washington DC,Washington,38.8948932,-77.0365529,",","Washington DC,Washington",6/25/15,6/15
Murray,Utah,40.6667841,-111.888417,",","Murray,Utah",6/26/15,6/15
Garner,North Carolina,35.7112642,-78.6141709,",","Garner,North Carolina",6/26/15,6/15
San Jose,California,37.338208,-121.886329,",","San Jose,California",6/29/15,6/15
New York,New York,40.7127281,-74.0060152,",","New York,New York",6/29/15,6/15
Newport Beach,California,33.618883,-117.929849,",","Newport Beach,California",7/1/15,7/15
Oxon Hill,Maryland,38.8035961,-76.9896573,",","Oxon Hill,Maryland",7/1/15,7/15
Columbia,Missouri,38.951883,-92.3337366,",","Columbia,Missouri",7/2/15,7/15
Chicago,Illinois,41.8755616,-87.6244212,",","Chicago,Illinois",7/2/15,7/15
Orem,Utah,40.2971825,-111.694943,",","Orem,Utah",7/3/15,7/15
St Louis,Missouri,38.6268039,-90.1994097,",","St Louis,Missouri",7/3/15,7/15
Hilliard,Ohio,40.033814,-83.1596108,",","Hilliard,Ohio",7/3/15,7/15
Charleston,South Carolina,32.7876012,-79.9402728,",","Charleston,South Carolina",7/3/15,7/15
Playa Vista,California,33.975395,-118.419231,",","Playa Vista,California",7/5/15,7/15
Denver,Colorado,39.7392364,-104.9848623,",","Denver,Colorado",7/7/15,7/15
Keller,Texas,32.9299655,-97.2271249,",","Keller,Texas",7/7/15,7/15
Houston,Texas,31.3378465,-95.390805,",","Houston,Texas",7/7/15,7/15
Humble,Texas,29.9988312,-95.2621553,",","Humble,Texas",7/8/15,7/15
Hanford,California,36.32745,-119.645684,",","Hanford,California",7/9/15,7/15
Poway,California,32.962823,-117.035865,",","Poway,California",7/9/15,7/15
Little Rock,Arkansas,34.746481,-92.289595,",","Little Rock,Arkansas",7/9/15,7/15
Chicago,Illinois,41.8755616,-87.6244212,",","Chicago,Illinois",7/9/15,7/15
Bothell,Washington,47.7598697,-122.2068288,",","Bothell,Washington",7/10/15,7/15
Fairburn,Georgia,33.5670562,-84.5810418,",","Fairburn,Georgia",7/10/15,7/15
Marco Island,Florida,25.9363356,-81.7156832,",","Marco Island,Florida",7/10/15,7/15
Webster,Texas,29.5376944,-95.1220967,",","Webster,Texas",7/13/15,7/15
New York,New York,40.7127281,-74.0060152,",","New York,New York",7/13/15,7/15
Schaumburg,Illinois,42.0333608,-88.083406,",","Schaumburg,Illinois",7/14/15,7/15
Montgomery,Alabama,32.379223,-86.307737,",","Montgomery,Alabama",7/14/15,7/15
Gardena,California,33.888349,-118.308962,",","Gardena,California",7/16/15,7/15
Louisville,Kentucky,38.2542376,-85.759407,",","Louisville,Kentucky",7/16/15,7/15
Lenor City,Tennessee,35.732687,-84.205759,",","Lenor City,Tennessee",7/16/15,7/15
Las Vegas,Nevada,36.1672559,-115.1485163,",","Las Vegas,Nevada",7/20/15,7/15
Salinas,California,36.677737,-121.655501,",","Salinas,California",7/22/15,7/15
San Ramon,California,37.779927,-121.978015,",","San Ramon,California",7/23/15,7/15
Tallahassee,Florida,30.4380832,-84.2809332,",","Tallahassee,Florida",7/24/15,7/15
Miami,Florida,25.7742658,-80.1936589,",","Miami,Florida",7/24/15,7/15
Denver,Colorado,39.7392364,-104.9848623,",","Denver,Colorado",7/26/15,7/15
Hutto,Texas,30.5427638,-97.5468898,",","Hutto,Texas",7/28/15,7/15
Silverdale,Washington,47.6594091,-122.6766317,",","Silverdale,Washington",7/29/15,7/15
Cupertino,California,37.322998,-122.032182,",","Cupertino,California",7/30/15,7/15
Chino,California,39.728494,-121.837478,",","Chino,California",7/31/15,7/15
Winchester,Virginia,39.1852184,-78.1652404,",","Winchester,Virginia",7/31/15,7/15
Las Vegas,Nevada,36.1672559,-115.1485163,",","Las Vegas,Nevada",8/1/15,8/15
Troy,New York,42.7284117,-73.6917878,",","Troy,New York",8/4/15,8/15
National City,California,32.678109,-117.099197,",","National City,California",8/5/15,8/15
Royal Oak,Michigan,42.4894801,-83.1446485,",","Royal Oak,Michigan",8/5/15,8/15
Covington,Washington,47.3657791,-122.100222,",","Covington,Washington",8/7/15,8/15
Seattle,Washington,47.6038321,-122.3300624,",","Seattle,Washington",8/10/15,8/15
Pleasanton,California,37.660448,-121.875797,",","Pleasanton,California",8/10/15,8/15
Bronx,New York,40.8466508,-73.8785937,",","Bronx,New York",8/10/15,8/15
Mesa,Arizona,33.415184,-111.831472,",","Mesa,Arizona",8/13/15,8/15
Fredericksburg,Virginia,30.2752011,-98.8719843,",","Fredericksburg,Virginia",8/13/15,8/15
Pittsfield Township,Michigan,42.2103174,-83.7241068,",","Pittsfield Township,Michigan",8/13/15,8/15
Dover,Delaware,39.158168,-75.5243682,",","Dover,Delaware",8/13/15,8/15
Gloucester Township,New Jersey,39.7892305,-75.047652,",","Gloucester Township,New Jersey",8/13/15,8/15
Seattle,Washington,47.6038321,-122.3300624,",","Seattle,Washington",8/14/15,8/15
Clive,Iowa,41.6096029,-93.7754352,",","Clive,Iowa",8/14/15,8/15
St. Charles,Illinois,41.9139516,-88.3125302,",","St. Charles,Illinois",8/14/15,8/15
Alexandria,Virginia,38.8051095,-77.0470229,",","Alexandria,Virginia",8/14/15,8/15
Columbus,Ohio,39.9622601,-83.0007065,",","Columbus,Ohio",8/15/15,8/15
St Augustine,Florida,29.8946952,-81.3145395,",","St Augustine,Florida",8/15/15,8/15
Beaufort,South Carolina,32.4315813,-80.6698286,",","Beaufort,South Carolina",8/15/15,8/15
Arlington,Virginia,38.8903961,-77.0841585,",","Arlington,Virginia",8/17/15,8/15
Nogales,Arizona,31.340377,-110.934253,",","Nogales,Arizona",8/19/15,8/15
Modesto,California,37.63926,-120.997001,",","Modesto,California",8/20/15,8/15
Vista,California,33.200037,-117.242536,",","Vista,California",8/20/15,8/15
Brookfield,Wisconsin,43.0605671,-88.1064787,",","Brookfield,Wisconsin",8/20/15,8/15
Voorhees,New Jersey,39.8512162,-74.9619779,",","Voorhees,New Jersey",8/21/15,8/15
Phillipsburg,New Jersey,40.6937099,-75.1901761,",","Phillipsburg,New Jersey",8/22/15,8/15
Ridgewood,New Jersey,40.9796683,-74.1194403,",","Ridgewood,New Jersey",8/22/15,8/15
Lucas,Texas,33.0842854,-96.5766577,",","Lucas,Texas",8/24/15,8/15
Islandia,New York,40.8042649,-73.1690019,",","Islandia,New York",8/24/15,8/15
Philadelphia,Pennsylvania,39.9527237,-75.1635262,",","Philadelphia,Pennsylvania",8/25/15,8/15
Houston,Texas,31.3378465,-95.390805,",","Houston,Texas",8/26/15,8/15
Ames,Iowa,42.0267703,-93.6170554,",","Ames,Iowa",8/26/15,8/15
New Berlin,Wisconsin,42.976453,-88.1090391,",","New Berlin,Wisconsin",8/26/15,8/15
Mission,Kansas,39.0277832,-94.6557914,",","Mission,Kansas",8/27/15,8/15
Victorville,California,34.536218,-117.292764,",","Victorville,California",8/28/15,8/15
Portage,Indiana,41.5758708,-87.1761455,",","Portage,Indiana",8/28/15,8/15
Columbus,Ohio,39.9622601,-83.0007065,",","Columbus,Ohio",8/28/15,8/15
Baltimore,Maryland,39.2908816,-76.610759,",","Baltimore,Maryland",8/28/15,8/15
Enfield,Connecticut,41.9789387,-72.5755109,",","Enfield,Connecticut",8/28/15,8/15
Birmingham,Alabama,33.518589,-86.810357,",","Birmingham,Alabama",8/29/15,8/15
Cleveland,Ohio,41.5051613,-81.6934446,",","Cleveland,Ohio",8/29/15,8/15
Las Vegas,Nevada,36.1672559,-115.1485163,",","Las Vegas,Nevada",8/31/15,8/15
Eugene,Oregon,44.0505054,-123.0950506,",","Eugene,Oregon",9/1/15,9/15
Phoenix,Arizona,33.448377,-112.074037,",","Phoenix,Arizona",9/3/15,9/15
New Bern,North Carolina,35.1084931,-77.0441143,",","New Bern,North Carolina",9/4/15,9/15
Philadelphia,Pennsylvania,39.9527237,-75.1635262,",","Philadelphia,Pennsylvania",9/4/15,9/15
Lawrenceville,New Jersey,40.3009877,-74.7373728,",","Lawrenceville,New Jersey",9/4/15,9/15
Newark,New Jersey,40.735657,-74.1723667,",","Newark,New Jersey",9/5/15,9/15
Katy,Texas,29.7857853,-95.8243956,",","Katy,Texas",9/7/15,9/15
Champaign,Illinois,40.1164205,-88.2433829,",","Champaign,Illinois",9/7/15,9/15
Columbus,Georgia,32.4609764,-84.9877094,",","Columbus,Georgia",9/7/15,9/15
Winston-Salem,North Carolina,36.0998131,-80.2440518,",","Winston-Salem,North Carolina",9/8/15,9/15
City of Industry,California,34.019734,-117.958675,",","City of Industry,California",9/10/15,9/15
Ontario,California,34.063344,-117.650888,",","Ontario,California",9/10/15,9/15
Fontana,California,34.092234,-117.435048,",","Fontana,California",9/10/15,9/15
Tempe,Arizona,33.42551,-111.940005,",","Tempe,Arizona",9/10/15,9/15
Flagstaff,Arizona,35.198284,-111.651302,",","Flagstaff,Arizona",9/10/15,9/15
Searcy,Arkansas,35.24682,-91.733685,",","Searcy,Arkansas",9/10/15,9/15
Portland,Oregon,45.5202471,-122.6741949,",","Portland,Oregon",9/11/15,9/15
Los Angeles,California,34.052234,-118.243685,",","Los Angeles,California",9/11/15,9/15
Whittier,California,33.9708782,-118.0308396,",","Whittier,California",9/11/15,9/15
Costa Mesa,California,33.663844,-117.904743,",","Costa Mesa,California",9/11/15,9/15
Pocatello,Idaho,42.8688613,-112.4401098,",","Pocatello,Idaho",9/11/15,9/15
Anoka,Minnesota,45.2710195,-93.2827625,",","Anoka,Minnesota",9/11/15,9/15
Albany,Georgia,31.5782062,-84.1556809,",","Albany,Georgia",9/11/15,9/15
Anderson,South Carolina,34.5258335,-82.652962,",","Anderson,South Carolina",9/11/15,9/15
Durham,North Carolina,35.996653,-78.9018053,",","Durham,North Carolina",9/11/15,9/15
Lake Forest,California,33.646944,-117.686102,",","Lake Forest,California",9/14/15,9/15
Phoenix,Arizona,33.448377,-112.074037,",","Phoenix,Arizona",9/14/15,9/15
Naples,Florida,26.1421976,-81.7942944,",","Naples,Florida",9/14/15,9/15
Bronx,New York,40.8466508,-73.8785937,",","Bronx,New York",9/14/15,9/15
Camarillo,California,34.216394,-119.037602,",","Camarillo,California",9/17/15,9/15
Sandy,Utah,40.5664878,-111.838904,",","Sandy,Utah",9/17/15,9/15
Van Buren,Arkansas,35.436756,-94.348268,",","Van Buren,Arkansas",9/17/15,9/15
Barrington,Illinois,42.1539141,-88.1361888,",","Barrington,Illinois",9/17/15,9/15
Chicago,Illinois,41.8755616,-87.6244212,",","Chicago,Illinois",9/17/15,9/15
Jackson,Tennessee,35.0320187,-85.2880127,",","Jackson,Tennessee",9/17/15,9/15
Ellicott City,Maryland,39.2673284,-76.7983067,",","Ellicott City,Maryland",9/17/15,9/15
Palmdale,California,34.579434,-118.116461,",","Palmdale,California",9/18/15,9/15
Richardson,Texas,32.9481789,-96.7297206,",","Richardson,Texas",9/18/15,9/15
Independence Township,Michigan,42.7476365,-83.3893197,",","Independence Township,Michigan",9/18/15,9/15
Greenville,Delaware,39.7781508,-75.6059766,",","Greenville,Delaware",9/18/15,9/15
Las Vegas,Nevada,36.1672559,-115.1485163,",","Las Vegas,Nevada",9/19/15,9/15
Hanover,Maryland,39.1928853,-76.7241371,",","Hanover,Maryland",9/19/15,9/15
Kingston,Washington,47.7987627,-122.4990762,",","Kingston,Washington",9/21/15,9/15
Sedona,Arizona,34.86974,-111.76099,",","Sedona,Arizona",9/21/15,9/15
Ridgewood,New York,40.7080556,-73.9141667,",","Ridgewood,New York",9/21/15,9/15
Johns Creek,Georgia,34.0181557,-84.190196,",","Johns Creek,Georgia",9/22/15,9/15
San Jose,California,37.338208,-121.886329,",","San Jose,California",9/23/15,9/15
Dublin,Ohio,40.0992294,-83.1140771,",","Dublin,Ohio",9/23/15,9/15
Cleveland,Ohio,41.5051613,-81.6934446,",","Cleveland,Ohio",9/23/15,9/15
Cortlandt Manor,New York,41.2486935,-73.9085859,",","Cortlandt Manor,New York",9/23/15,9/15
Orland,California,39.74738,-122.196375,",","Orland,California",9/24/15,9/15
Salinas,California,36.677737,-121.655501,",","Salinas,California",9/24/15,9/15
Live Oak,Texas,28.2678746,-98.101923,",","Live Oak,Texas",9/24/15,9/15
Beaumont,Texas,30.0860459,-94.1018461,",","Beaumont,Texas",9/24/15,9/15
Harwood Heights,Illinois,41.9669615,-87.8076726,",","Harwood Heights,Illinois",9/24/15,9/15
Ladera Ranch,California,33.550735,-117.641172,",","Ladera Ranch,California",9/25/15,9/15
Fallbrook,California,33.37642,-117.251147,",","Fallbrook,California",9/25/15,9/15
Albuquerque,New Mexico,35.0841034,-106.6509851,",","Albuquerque,New Mexico",9/25/15,9/15
Aurora,Colorado,39.729432,-104.8319196,",","Aurora,Colorado",9/25/15,9/15
Lake Charles,Louisiana,30.2265949,-93.2173759,",","Lake Charles,Louisiana",9/25/15,9/15
Schaumburg,Illinois,42.0333608,-88.083406,",","Schaumburg,Illinois",9/25/15,9/15
Tampa,Florida,27.9477595,-82.458444,",","Tampa,Florida",9/25/15,9/15
Fernandina Beach,Florida,30.6696818,-81.4625919,",","Fernandina Beach,Florida",9/25/15,9/15
Orange City,Florida,28.9488761,-81.2986741,",","Orange City,Florida",9/25/15,9/15
Mebane,North Carolina,36.0959715,-79.2669619,",","Mebane,North Carolina",9/25/15,9/15
New York,New York,40.7127281,-74.0060152,",","New York,New York",9/25/15,9/15
Bridgeport,Connecticut,41.1670412,-73.2048348,",","Bridgeport,Connecticut",9/25/15,9/15
Sunnyvale,California,37.36883,-122.03635,",","Sunnyvale,California",9/26/15,9/15
Albuquerque,New Mexico,35.0841034,-106.6509851,",","Albuquerque,New Mexico",9/26/15,9/15
Silverthorne,Colorado,39.6571805,-106.0822148,",","Silverthorne,Colorado",9/26/15,9/15
San Antonio,Texas,29.4246002,-98.4951405,",","San Antonio,Texas",9/26/15,9/15
Rego Park,New York,40.722937,-73.8622065,",","Rego Park,New York",9/26/15,9/15
Santa Cruz,California,36.974117,-122.030796,",","Santa Cruz,California",9/27/15,9/15
Canby,Oregon,45.2629088,-122.6925983,",","Canby,Oregon",9/28/15,9/15
Berwyn,Illinois,41.8505874,-87.7936685,",","Berwyn,Illinois",9/28/15,9/15
Cincinnati,Ohio,39.1014537,-84.5124602,",","Cincinnati,Ohio",9/28/15,9/15
Camarillo,California,34.216394,-119.037602,",","Camarillo,California",9/30/15,9/15
