City,State,Lat,Long,commas,CityState,Opened,Mopened
Kent,Washington,47.3826903,-122.2270272,",","Kent,Washington",5/25/14,5/14
Vacaville,California,38.356577,-121.987744,",","Vacaville,California",5/25/14,5/14
New York,New York,40.7127281,-74.0060152,",","New York,New York",5/27/14,5/14
Portland,Oregon,45.5202471,-122.6741949,",","Portland,Oregon",5/28/14,5/14
Compton,California,33.895849,-118.220071,",","Compton,California",5/29/14,5/14
Seattle,Washington,47.6038321,-122.3300624,",","Seattle,Washington",5/30/14,5/14
Gainesville,Florida,29.6519684,-82.3249846,",","Gainesville,Florida",5/30/14,5/14
Orlando,Florida,28.5421109,-81.3790304,",","Orlando,Florida",5/30/14,5/14
Pittsburgh,Pennsylvania,40.4416941,-79.9900861,",","Pittsburgh,Pennsylvania",6/2/14,6/14
Napavine,Washington,46.5795176,-122.9111881,",","Napavine,Washington",6/6/14,6/14
Bettendorf,Iowa,41.5252761,-90.5096386,",","Bettendorf,Iowa",6/6/14,6/14
Downers Grove,Illinois,41.7938195,-88.010376,",","Downers Grove,Illinois",6/6/14,6/14
Murfreesboro,Tennessee,35.845999,-86.3920452,",","Murfreesboro,Tennessee",6/13/14,6/14
Woodburn,Oregon,45.143731,-122.8553725,",","Woodburn,Oregon",6/16/14,6/14
Los Angeles,California,34.052234,-118.243685,",","Los Angeles,California",6/16/14,6/14
Blue Ash,Ohio,39.2320073,-84.3782817,",","Blue Ash,Ohio",6/16/14,6/14
Washington DC,Washington,38.8948932,-77.0365529,",","Washington DC,Washington",6/16/14,6/14
Bronx,New York,40.8466508,-73.8785937,",","Bronx,New York",6/16/14,6/14
Garden Grove,California,33.774269,-117.937995,",","Garden Grove,California",6/17/14,6/14
Yreka,California,41.732616,-122.637766,",","Yreka,California",6/19/14,6/14
Chesapeake,Virginia,36.7183708,-76.2466798,",","Chesapeake,Virginia",6/19/14,6/14
Hickory Creek,Texas,33.1568094,-97.1493477,",","Hickory Creek,Texas",6/20/14,6/14
Kansas City,Kansas,39.1134562,-94.626497,",","Kansas City,Kansas",6/20/14,6/14
El Sobrante,California,37.977145,-122.295247,",","El Sobrante,California",6/26/14,6/14
Charlotte,North Carolina,35.2271986,-80.843083,",","Charlotte,North Carolina",6/26/14,6/14
Moscow,Idaho,46.7323875,-117.0001651,",","Moscow,Idaho",6/27/14,6/14
Colorado Springs,Colorado,38.8339578,-104.8253485,",","Colorado Springs,Colorado",6/30/14,6/14
Katy,Texas,29.7857853,-95.8243956,",","Katy,Texas",6/30/14,6/14
Deer Park,Texas,29.7052284,-95.1238204,",","Deer Park,Texas",6/30/14,6/14
Fort Worth,Texas,32.753177,-97.3327459,",","Fort Worth,Texas",7/1/14,7/14
Everman,Texas,32.630968,-97.2891817,",","Everman,Texas",7/1/14,7/14
Little Elm,Texas,33.1626194,-96.9375051,",","Little Elm,Texas",7/1/14,7/14
Los Gatos,California,37.235808,-121.962375,",","Los Gatos,California",7/3/14,7/14
Los Angeles,California,34.052234,-118.243685,",","Los Angeles,California",7/3/14,7/14
San Francisco,California,37.774929,-122.419416,",","San Francisco,California",7/10/14,7/14
Niagara Falls,New York,43.08436,-79.0614686,",","Niagara Falls,New York",7/11/14,7/14
Astoria,New York,40.7720145,-73.9302673,",","Astoria,New York",7/14/14,7/14
Hobbs,New Mexico,32.707667,-103.1311314,",","Hobbs,New Mexico",7/15/14,7/14
Seguin,Texas,29.5688411,-97.9647269,",","Seguin,Texas",7/15/14,7/14
Honolulu,Hawaii,21.304547,-157.8556764,",","Honolulu,Hawaii",7/17/14,7/14
Lake Bluff,Illinois,42.2789117,-87.8342362,",","Lake Bluff,Illinois",7/17/14,7/14
Yakima,Washington,46.601557,-120.5108421,",","Yakima,Washington",7/18/14,7/14
Lebanon,Tennessee,36.2079779,-86.2910945,",","Lebanon,Tennessee",7/18/14,7/14
Allston,Massachusetts,42.3554344,-71.1321271,",","Allston,Massachusetts",7/18/14,7/14
Tomball,Texas,30.0971621,-95.6160549,",","Tomball,Texas",7/19/14,7/14
Orlando,Florida,28.5421109,-81.3790304,",","Orlando,Florida",7/19/14,7/14
Brooklyn,New York,40.6501038,-73.9495823,",","Brooklyn,New York",7/21/14,7/14
San Antonio,Texas,29.4246002,-98.4951405,",","San Antonio,Texas",7/22/14,7/14
New Albany,Indiana,38.2856247,-85.8241312,",","New Albany,Indiana",7/22/14,7/14
Bremerton,Washington,47.5653663,-122.6246836,",","Bremerton,Washington",7/25/14,7/14
Hollywood,California,34.092809,-118.328661,",","Hollywood,California",7/25/14,7/14
Toms River,New Jersey,39.9537359,-74.1979576,",","Toms River,New Jersey",7/25/14,7/14
Valley Stream,New York,40.6631362,-73.7056955,",","Valley Stream,New York",7/25/14,7/14
Los Angeles,California,34.052234,-118.243685,",","Los Angeles,California",7/26/14,7/14
Milwaukee,Wisconsin,43.0349931,-87.922497,",","Milwaukee,Wisconsin",7/27/14,7/14
Missoula,Montana,46.8701049,-113.9952672,",","Missoula,Montana",7/28/14,7/14
New York,New York,40.7127281,-74.0060152,",","New York,New York",7/28/14,7/14
east greenbush,New York,42.5909135,-73.7017858,",","east greenbush,New York",7/28/14,7/14
Cross Roads,Texas,33.2312781,-97.0091144,",","Cross Roads,Texas",7/29/14,7/14
Oxford,Mississippi,34.3664127,-89.5187664,",","Oxford,Mississippi",7/30/14,7/14
Peoria,Arizona,33.580596,-112.237378,",","Peoria,Arizona",7/31/14,7/14
Crowley,Texas,32.5782835,-97.3609829,",","Crowley,Texas",8/1/14,8/14
Fort Worth,Texas,32.753177,-97.3327459,",","Fort Worth,Texas",8/1/14,8/14
Rockwall,Texas,32.8923464,-96.4066987,",","Rockwall,Texas",8/1/14,8/14
Tallahassee,Florida,30.4380832,-84.2809332,",","Tallahassee,Florida",8/1/14,8/14
Easley,South Carolina,34.8269276,-82.5817053,",","Easley,South Carolina",8/1/14,8/14
North Charleston,South Carolina,32.9131295,-80.0629982,",","North Charleston,South Carolina",8/1/14,8/14
Greensburg,Pennsylvania,40.3014581,-79.5389289,",","Greensburg,Pennsylvania",8/1/14,8/14
Richmond,Virginia,37.5385087,-77.43428,",","Richmond,Virginia",8/1/14,8/14
Braintree,Massachusetts,42.2064195,-71.005067,",","Braintree,Massachusetts",8/1/14,8/14
Sherwood,Oregon,45.3570983,-122.840357,",","Sherwood,Oregon",8/5/14,8/14
Houston,Texas,31.3378465,-95.390805,",","Houston,Texas",8/5/14,8/14
Oakland,California,37.766626,-120.847031,",","Oakland,California",8/6/14,8/14
Palo Alto,California,37.441883,-122.143019,",","Palo Alto,California",8/7/14,8/14
Overland Park,Kansas,38.9742502,-94.6851702,",","Overland Park,Kansas",8/7/14,8/14
Orland Park,Illinois,41.6026865,-87.8557225,",","Orland Park,Illinois",8/7/14,8/14
Boston,Massachusetts,42.3602534,-71.0582912,",","Boston,Massachusetts",8/7/14,8/14
Seattle,Washington,47.6038321,-122.3300624,",","Seattle,Washington",8/8/14,8/14
Jupiter,Florida,26.9260832,-80.1210891,",","Jupiter,Florida",8/8/14,8/14
Grove City,Pennsylvania,41.1579008,-80.0886631,",","Grove City,Pennsylvania",8/8/14,8/14
Cape Coral,Florida,26.6059432,-81.9806771,",","Cape Coral,Florida",8/9/14,8/14
Laramie,Wyoming,41.311367,-105.591101,",","Laramie,Wyoming",8/11/14,8/14
Golden,Colorado,39.755543,-105.2210997,",","Golden,Colorado",8/11/14,8/14
McAllen,Texas,26.2043691,-98.230082,",","McAllen,Texas",8/11/14,8/14
Round Rock,Texas,30.508235,-97.6788934,",","Round Rock,Texas",8/12/14,8/14
Santa Ana,California,33.745472,-117.867653,",","Santa Ana,California",8/13/14,8/14
Milpitas,California,37.432334,-121.899574,",","Milpitas,California",8/14/14,8/14
San Diego,California,32.715738,-117.161084,",","San Diego,California",8/14/14,8/14
Eagan,Minnesota,44.818173,-93.1659179,",","Eagan,Minnesota",8/14/14,8/14
Hoffman Estates,Illinois,42.0426639,-88.079871,",","Hoffman Estates,Illinois",8/14/14,8/14
Pasadena,California,34.147785,-118.144516,",","Pasadena,California",8/15/14,8/14
Florence,Alabama,34.79981,-87.677251,",","Florence,Alabama",8/15/14,8/14
Palm Harbor,Florida,28.0780718,-82.7637127,",","Palm Harbor,Florida",8/15/14,8/14
Matteson,Illinois,41.5039235,-87.7131018,",","Matteson,Illinois",8/18/14,8/14
Long Beach,California,33.77005,-118.19374,",","Long Beach,California",8/21/14,8/14
Altoona,Iowa,41.6441557,-93.4646571,",","Altoona,Iowa",8/21/14,8/14
San Mateo,California,37.562992,-122.325525,",","San Mateo,California",8/26/14,8/14
Santa Monica,California,34.019454,-118.491191,",","Santa Monica,California",8/28/14,8/14
Sunland,California,34.259647,-118.308275,",","Sunland,California",8/28/14,8/14
La Mirada,California,33.917236,-118.012009,",","La Mirada,California",8/28/14,8/14
Colton,California,34.073902,-117.313655,",","Colton,California",8/28/14,8/14
Brookfield,Wisconsin,43.0605671,-88.1064787,",","Brookfield,Wisconsin",8/28/14,8/14
Milpitas,California,37.432334,-121.899574,",","Milpitas,California",8/29/14,8/14
san jose,California,37.338208,-121.886329,",","san jose,California",8/29/14,8/14
Elk River,Minnesota,45.3038538,-93.5671825,",","Elk River,Minnesota",8/29/14,8/14
Ridgeland,Mississippi,32.4284761,-90.1323087,",","Ridgeland,Mississippi",9/1/14,9/14
South Lebanon,Ohio,39.3710358,-84.2128058,",","South Lebanon,Ohio",9/1/14,9/14
Brooklyn,New York,40.6501038,-73.9495823,",","Brooklyn,New York",9/1/14,9/14
Loma Linda,California,34.048347,-117.261153,",","Loma Linda,California",9/4/14,9/14
National City,California,32.678109,-117.099197,",","National City,California",9/4/14,9/14
Bainbridge Island,Washington,47.6262725,-122.5209287,",","Bainbridge Island,Washington",9/5/14,9/14
Horn Lake,Mississippi,34.9553719,-90.0348139,",","Horn Lake,Mississippi",9/5/14,9/14
Suffolk,Virginia,36.7462895,-76.6111382,",","Suffolk,Virginia",9/5/14,9/14
Boca Raton,Florida,26.3586885,-80.0830984,",","Boca Raton,Florida",9/6/14,9/14
Del Rio,Texas,29.3655405,-100.8946984,",","Del Rio,Texas",9/8/14,9/14
Arden Hills,Minnesota,45.0761409,-93.1666945,",","Arden Hills,Minnesota",9/8/14,9/14
Sayreville,New Jersey,40.4592726,-74.3609822,",","Sayreville,New Jersey",9/10/14,9/14
Tempe,Arizona,33.42551,-111.940005,",","Tempe,Arizona",9/11/14,9/14
Evanston,Illinois,42.0447388,-87.6930459,",","Evanston,Illinois",9/11/14,9/14
Chicago,Illinois,41.8755616,-87.6244212,",","Chicago,Illinois",9/11/14,9/14
Portland,Oregon,45.5202471,-122.6741949,",","Portland,Oregon",9/12/14,9/14
Portland,Oregon,45.5202471,-122.6741949,",","Portland,Oregon",9/12/14,9/14
Daytona Beach,Florida,29.2108147,-81.0228331,",","Daytona Beach,Florida",9/12/14,9/14
Lancaster,New York,42.9005956,-78.669997,",","Lancaster,New York",9/12/14,9/14
Billings,Montana,45.7874957,-108.49607,",","Billings,Montana",9/15/14,9/14
Glendale,California,34.142508,-118.255075,",","Glendale,California",9/17/14,9/14
Vacaville,California,38.356577,-121.987744,",","Vacaville,California",9/18/14,9/14
Santa Monica,California,34.019454,-118.491191,",","Santa Monica,California",9/18/14,9/14
Chicago,Illinois,41.8755616,-87.6244212,",","Chicago,Illinois",9/18/14,9/14
Holland,Ohio,41.621718,-83.711604,",","Holland,Ohio",9/18/14,9/14
Twin Falls,Idaho,42.5704456,-114.4602554,",","Twin Falls,Idaho",9/19/14,9/14
Columbus,Mississippi,33.4956744,-88.4272627,",","Columbus,Mississippi",9/19/14,9/14
Urbana,Maryland,39.3262083,-77.3515368,",","Urbana,Maryland",9/19/14,9/14
Freehold,New Jersey,40.2601096,-74.2737573,",","Freehold,New Jersey",9/19/14,9/14
Eugene,Oregon,44.0505054,-123.0950506,",","Eugene,Oregon",9/20/14,9/14
Costa Mesa,California,33.663844,-117.904743,",","Costa Mesa,California",9/20/14,9/14
Delray Beach,Florida,26.4614625,-80.0728201,",","Delray Beach,Florida",9/20/14,9/14
Escondido,California,33.119207,-117.086421,",","Escondido,California",9/22/14,9/14
Rocklin,California,38.790734,-121.235783,",","Rocklin,California",9/23/14,9/14
Cabazon,California,33.917515,-116.78724,",","Cabazon,California",9/23/14,9/14
Slidell,Louisiana,30.2751945,-89.7811745,",","Slidell,Louisiana",9/23/14,9/14
Cordova,Tennessee,35.1556451,-89.7761955,",","Cordova,Tennessee",9/23/14,9/14
Louisville,Kentucky,38.2542376,-85.759407,",","Louisville,Kentucky",9/23/14,9/14
Fort Wayne,Indiana,41.0799898,-85.1386015,",","Fort Wayne,Indiana",9/23/14,9/14
Mountain View,California,37.386052,-122.083851,",","Mountain View,California",9/24/14,9/14
Fremont,California,37.54854,-121.988583,",","Fremont,California",9/24/14,9/14
Chico,California,39.728494,-121.837478,",","Chico,California",9/24/14,9/14
La Puente,California,34.020011,-117.949508,",","La Puente,California",9/24/14,9/14
Chicago,Illinois,41.8755616,-87.6244212,",","Chicago,Illinois",9/24/14,9/14
Oakley,California,37.997422,-121.712454,",","Oakley,California",9/25/14,9/14
Long Beach,California,33.77005,-118.19374,",","Long Beach,California",9/25/14,9/14
Orange,California,33.787914,-117.853101,",","Orange,California",9/25/14,9/14
Scottsdale,Arizona,33.49417,-111.926052,",","Scottsdale,Arizona",9/25/14,9/14
Arlington Heights,Illinois,42.0811563,-87.9802164,",","Arlington Heights,Illinois",9/25/14,9/14
Milwaukee,Wisconsin,43.0349931,-87.922497,",","Milwaukee,Wisconsin",9/25/14,9/14
Tallahassee,Florida,30.4380832,-84.2809332,",","Tallahassee,Florida",9/25/14,9/14
Willmington,Delaware,42.6350927,-83.1643846,",","Willmington,Delaware",9/25/14,9/14
Erie,Pennsylvania,42.1294712,-80.0852695,",","Erie,Pennsylvania",9/25/14,9/14
Brooklyn,New York,40.6501038,-73.9495823,",","Brooklyn,New York",9/25/14,9/14
Rochester,Washington,46.8218166,-123.0958571,",","Rochester,Washington",9/26/14,9/14
Medford,Oregon,42.3264181,-122.8718605,",","Medford,Oregon",9/26/14,9/14
Spanaway,Washington,47.0979462,-122.4243422,",","Spanaway,Washington",9/26/14,9/14
Everett,Washington,47.9673056,-122.2013998,",","Everett,Washington",9/26/14,9/14
Las Vegas,Nevada,36.1672559,-115.1485163,",","Las Vegas,Nevada",9/26/14,9/14
Aurora,Colorado,39.729432,-104.8319196,",","Aurora,Colorado",9/26/14,9/14
Colorado Springs,Colorado,38.8339578,-104.8253485,",","Colorado Springs,Colorado",9/26/14,9/14
Spartanburg,South Carolina,34.9498007,-81.9320157,",","Spartanburg,South Carolina",9/26/14,9/14
Daytona Beach,Florida,29.2108147,-81.0228331,",","Daytona Beach,Florida",9/26/14,9/14
Bel Air,Maryland,39.5355063,-76.3490396,",","Bel Air,Maryland",9/26/14,9/14
Philadelphia,Pennsylvania,39.9527237,-75.1635262,",","Philadelphia,Pennsylvania",9/26/14,9/14
Royal Oak,Michigan,42.4894801,-83.1446485,",","Royal Oak,Michigan",9/27/14,9/14
Wilmington,North Carolina,34.2257282,-77.9447107,",","Wilmington,North Carolina",9/27/14,9/14
Great Falls,Montana,47.5048851,-111.2918908,",","Great Falls,Montana",9/28/14,9/14
Glenwood,Colorado,39.0661747,-108.5654616,",","Glenwood,Colorado",9/28/14,9/14
North Port,Florida,27.044224,-82.2359254,",","North Port,Florida",9/28/14,9/14
Mooresville,North Carolina,35.5848596,-80.8100724,",","Mooresville,North Carolina",9/28/14,9/14
Sparks,Nevada,39.5404679,-119.7487235,",","Sparks,Nevada",9/29/14,9/14
Vista,California,33.200037,-117.242536,",","Vista,California",9/29/14,9/14
Aberdeen,South Dakota,45.4649805,-98.487813,",","Aberdeen,South Dakota",9/29/14,9/14
Houston,Texas,31.3378465,-95.390805,",","Houston,Texas",9/29/14,9/14
Blaine,Minnesota,45.1607987,-93.2349489,",","Blaine,Minnesota",9/29/14,9/14
Bonita Springs,Florida,26.3525758,-81.8211122,",","Bonita Springs,Florida",9/29/14,9/14
Orlando,Florida,28.5421109,-81.3790304,",","Orlando,Florida",9/29/14,9/14
Charlotte,North Carolina,35.2271986,-80.843083,",","Charlotte,North Carolina",9/29/14,9/14
Doral,Florida,25.8184725,-80.3539679,",","Doral,Florida",9/29/14,9/14
Waltham,Massachusetts,42.3756401,-71.2358004,",","Waltham,Massachusetts",9/29/14,9/14
San Antonio,Texas,29.4246002,-98.4951405,",","San Antonio,Texas",9/30/14,9/14
Miramar,Florida,25.9759115,-80.3347213,",","Miramar,Florida",10/1/14,10/14
Vancouver,Washington,45.6306954,-122.6744557,",","Vancouver,Washington",10/3/14,10/14
Farmington,Connecticut,41.7198216,-72.8320435,",","Farmington,Connecticut",10/5/14,10/14
Dallas,Texas,32.7762719,-96.7968559,",","Dallas,Texas",10/7/14,10/14
Oceanside,California,33.19587,-117.379483,",","Oceanside,California",10/10/14,10/14
Green,Ohio,40.9468077,-81.4670631,",","Green,Ohio",10/10/14,10/14
Levittown,New York,40.7219525,-73.5126101,",","Levittown,New York",10/10/14,10/14
Van Nuys,California,34.052234,-118.243685,",","Van Nuys,California",10/13/14,10/14
Sarasota,Florida,27.3364347,-82.5306527,",","Sarasota,Florida",10/16/14,10/14
Bradenton,Florida,27.4989278,-82.5748194,",","Bradenton,Florida",10/17/14,10/14
Springfield,Virginia,38.7890522,-77.1870368,",","Springfield,Virginia",10/17/14,10/14
Hadley,Massachusetts,42.35637,-72.5620883,",","Hadley,Massachusetts",10/17/14,10/14
Sandy,Oregon,45.3974065,-122.2614548,",","Sandy,Oregon",10/23/14,10/14
Red Bluff,California,40.178489,-122.23583,",","Red Bluff,California",10/23/14,10/14
Northridge,California,34.238125,-118.530123,",","Northridge,California",10/23/14,10/14
Scottsdale,Arizona,33.49417,-111.926052,",","Scottsdale,Arizona",10/23/14,10/14
New York,New York,40.7127281,-74.0060152,",","New York,New York",10/27/14,10/14
Richmond Hill,New York,40.6994253,-73.8309672,",","Richmond Hill,New York",10/27/14,10/14
West Palm Beach,Florida,26.715364,-80.0532942,",","West Palm Beach,Florida",10/31/14,10/14
Brooklyn,New York,40.6501038,-73.9495823,",","Brooklyn,New York",11/3/14,11/14
Carlsbad,California,33.158093,-117.350594,",","Carlsbad,California",11/7/14,11/14
Streetsboro,Ohio,41.239223,-81.345941,",","Streetsboro,Ohio",11/7/14,11/14
Signal Hill,California,33.804461,-118.167846,",","Signal Hill,California",11/13/14,11/14
Cuyahoga Falls,Ohio,41.1348213,-81.4848086,",","Cuyahoga Falls,Ohio",11/14/14,11/14
Mechanicsburg,Pennsylvania,40.2101972,-77.0047276,",","Mechanicsburg,Pennsylvania",11/14/14,11/14
Virginia Beach,Virginia,36.8529841,-75.9774183,",","Virginia Beach,Virginia",11/14/14,11/14
Green Brook,New Jersey,40.5914863,-74.4807178,",","Green Brook,New Jersey",11/14/14,11/14
Woodburn,Oregon,45.143731,-122.8553725,",","Woodburn,Oregon",11/17/14,11/14
Reno,Nevada,39.5261206,-119.8126581,",","Reno,Nevada",11/19/14,11/14
Vallejo,California,38.104086,-122.256637,",","Vallejo,California",11/20/14,11/14
Hagerstown,Maryland,39.6419219,-77.7202641,",","Hagerstown,Maryland",11/20/14,11/14
Crystal,Minnesota,45.031823,-93.3606072,",","Crystal,Minnesota",11/21/14,11/14
Minneapolis,Minnesota,44.9772995,-93.2654692,",","Minneapolis,Minnesota",11/21/14,11/14
Louisville,Kentucky,38.2542376,-85.759407,",","Louisville,Kentucky",11/21/14,11/14
Farmington,Michigan,42.4644795,-83.3763219,",","Farmington,Michigan",11/21/14,11/14
Salem,New Hampshire,42.7884226,-71.2008933,",","Salem,New Hampshire",11/21/14,11/14
Woodbury,Minnesota,44.92317,-92.9588282,",","Woodbury,Minnesota",11/22/14,11/14
Fairfax,Virginia,30.59643,-96.281657,",","Fairfax,Virginia",11/24/14,11/14
Brooklyn,New York,40.6501038,-73.9495823,",","Brooklyn,New York",11/24/14,11/14
National City,California,32.678109,-117.099197,",","National City,California",11/26/14,11/14
Nashua,New Hampshire,42.7653662,-71.467566,",","Nashua,New Hampshire",11/26/14,11/14
Germantown,Wisconsin,43.2286174,-88.1103691,",","Germantown,Wisconsin",12/4/14,12/14
Glenview,Illinois,42.0700662,-87.8114044,",","Glenview,Illinois",12/4/14,12/14
Honolulu,Hawaii,21.304547,-157.8556764,",","Honolulu,Hawaii",12/5/14,12/14
Seattle,Washington,47.6038321,-122.3300624,",","Seattle,Washington",12/5/14,12/14
Flushing,New York,40.7654301,-73.8174291,",","Flushing,New York",12/8/14,12/14
San Antonio,Texas,29.4246002,-98.4951405,",","San Antonio,Texas",12/9/14,12/14
Moore,Oklahoma,35.3395135,-97.4867045,",","Moore,Oklahoma",12/9/14,12/14
Monterey,California,36.600238,-121.894676,",","Monterey,California",12/11/14,12/14
San Diego,California,32.715738,-117.161084,",","San Diego,California",12/11/14,12/14
Valdosta,Georgia,30.8327022,-83.2784851,",","Valdosta,Georgia",12/12/14,12/14
Austin,Texas,30.2711286,-97.7436995,",","Austin,Texas",12/16/14,12/14
Palmdale,California,34.579434,-118.116461,",","Palmdale,California",12/18/14,12/14
Minneapolis,Minnesota,44.9772995,-93.2654692,",","Minneapolis,Minnesota",12/18/14,12/14
Oak Lawn,Illinois,41.7108662,-87.7581081,",","Oak Lawn,Illinois",12/18/14,12/14
Roanoke,Virginia,37.2738215,-79.9602021,",","Roanoke,Virginia",12/19/14,12/14
Waltham,Massachusetts,42.3756401,-71.2358004,",","Waltham,Massachusetts",12/19/14,12/14
Los Angeles,California,34.052234,-118.243685,",","Los Angeles,California",12/20/14,12/14
Whittier,California,33.9708782,-118.0308396,",","Whittier,California",12/29/14,12/14
Covina,California,34.090009,-117.89034,",","Covina,California",12/29/14,12/14
Merrifield,Virginia,38.8742611,-77.2266208,",","Merrifield,Virginia",12/29/14,12/14
Forest Hill,Texas,32.6720778,-97.2691812,",","Forest Hill,Texas",1/3/15,1/15
Niskayuna,New York,42.8076585,-73.8750206,",","Niskayuna,New York",1/9/15,1/15
Wexford,Pennsylvania,40.6264561,-80.055891,",","Wexford,Pennsylvania",1/10/15,1/15
Humble,Texas,29.9988312,-95.2621553,",","Humble,Texas",1/12/15,1/15
Dallas,Texas,32.7762719,-96.7968559,",","Dallas,Texas",1/14/15,1/15
Livonia,Michigan,42.36837,-83.3527097,",","Livonia,Michigan",1/15/15,1/15
Sandestin,Florida,30.3799222,-86.3302238,",","Sandestin,Florida",1/16/15,1/15
Shawnee,Kansas,39.0273676,-95.7627535,",","Shawnee,Kansas",1/18/15,1/15
Cypress,Texas,29.9691116,-95.6971686,",","Cypress,Texas",1/19/15,1/15
Missouri City,Texas,29.6185669,-95.5377215,",","Missouri City,Texas",1/19/15,1/15
Purcellville,Virginia,39.1367717,-77.7147153,",","Purcellville,Virginia",1/23/15,1/15
Alexandria,Virginia,38.8051095,-77.0470229,",","Alexandria,Virginia",1/26/15,1/15
Yonkers,New York,40.9312099,-73.8987469,",","Yonkers,New York",1/26/15,1/15
Lancaster,California,34.686785,-118.154163,",","Lancaster,California",1/29/15,1/15
San Diego,California,32.715738,-117.161084,",","San Diego,California",1/29/15,1/15
Downers Grove,Illinois,41.7938195,-88.010376,",","Downers Grove,Illinois",1/29/15,1/15
Kissimmee,Florida,28.2918995,-81.4075838,",","Kissimmee,Florida",1/30/15,1/15
Orlando,Florida,28.5421109,-81.3790304,",","Orlando,Florida",1/30/15,1/15
New York,New York,40.7127281,-74.0060152,",","New York,New York",1/30/15,1/15
Bourbonnais,Illinois,41.1639309,-87.8839693,",","Bourbonnais,Illinois",2/1/15,2/15
Birmingham,Alabama,33.518589,-86.810357,",","Birmingham,Alabama",2/1/15,2/15
Dallas,Texas,32.7762719,-96.7968559,",","Dallas,Texas",2/3/15,2/15
Rochester Hills,Michigan,42.6583661,-83.1499322,",","Rochester Hills,Michigan",2/4/15,2/15
Phoenix,Arizona,33.448377,-112.074037,",","Phoenix,Arizona",2/5/15,2/15
Modesto,California,37.63926,-120.997001,",","Modesto,California",2/6/15,2/15
Jacksonville,Florida,30.3321838,-81.655651,",","Jacksonville,Florida",2/6/15,2/15
Winter Park,Florida,28.6000625,-81.3427438,",","Winter Park,Florida",2/6/15,2/15
Miami,Florida,25.7742658,-80.1936589,",","Miami,Florida",2/6/15,2/15
Sterling Heights,Michigan,42.5803122,-83.0302033,",","Sterling Heights,Michigan",2/12/15,2/15
Vancouver,Washington,45.6306954,-122.6744557,",","Vancouver,Washington",2/13/15,2/15
Dallas,Texas,32.7762719,-96.7968559,",","Dallas,Texas",2/13/15,2/15
Cocoa Beach,Florida,28.3298487,-80.6205466,",","Cocoa Beach,Florida",2/13/15,2/15
Pasadena,California,34.147785,-118.144516,",","Pasadena,California",2/15/15,2/15
Wichita,Kansas,37.6922361,-97.3375448,",","Wichita,Kansas",2/17/15,2/15
Vacaville,California,38.356577,-121.987744,",","Vacaville,California",2/19/15,2/15
San Jose,California,37.338208,-121.886329,",","San Jose,California",2/19/15,2/15
Woodland,California,38.5815719,-121.4943996,",","Woodland,California",2/19/15,2/15
Mission Viejo,California,33.596891,-117.658156,",","Mission Viejo,California",2/19/15,2/15
Arvada,Colorado,39.8211225,-105.220743,",","Arvada,Colorado",2/20/15,2/15
Jacksonville,Florida,30.3321838,-81.655651,",","Jacksonville,Florida",2/20/15,2/15
Richmond,Virginia,37.5385087,-77.43428,",","Richmond,Virginia",2/20/15,2/15
Wayne,New Jersey,40.9491723,-74.2376802,",","Wayne,New Jersey",2/21/15,2/15
Denver,Colorado,39.7392364,-104.9848623,",","Denver,Colorado",2/23/15,2/15
Round Rock,Texas,30.508235,-97.6788934,",","Round Rock,Texas",2/24/15,2/15
Brandon,Florida,27.928464,-82.2880508,",","Brandon,Florida",2/26/15,2/15
Skokie,Illinois,42.0333694,-87.7333972,",","Skokie,Illinois",2/27/15,2/15
Vista,California,33.200037,-117.242536,",","Vista,California",3/5/15,3/15
Roswell,Georgia,34.02332,-84.360022,",","Roswell,Georgia",3/6/15,3/15
Rutherford,New Jersey,40.826489,-74.1068091,",","Rutherford,New Jersey",3/7/15,3/15
New York,New York,40.7127281,-74.0060152,",","New York,New York",3/9/15,3/15
Myrtle Beach,South Carolina,33.6956461,-78.8900409,",","Myrtle Beach,South Carolina",3/13/15,3/15
Lahaina,Hawaii,20.8738769,-156.6776784,",","Lahaina,Hawaii",3/16/15,3/15
Glenpool,Oklahoma,35.9553737,-96.0088843,",","Glenpool,Oklahoma",3/17/15,3/15
Spring,Texas,30.0798826,-95.4172549,",","Spring,Texas",3/18/15,3/15
Arvin,California,35.201799,-118.833105,",","Arvin,California",3/19/15,3/15
Del Mar,California,32.959489,-117.265315,",","Del Mar,California",3/19/15,3/15
San Diego,California,32.715738,-117.161084,",","San Diego,California",3/19/15,3/15
Kent,Washington,47.3826903,-122.2270272,",","Kent,Washington",3/20/15,3/15
Woodland Park,Colorado,38.9938016,-105.0570457,",","Woodland Park,Colorado",3/20/15,3/15
Jacksonville,Florida,30.3321838,-81.655651,",","Jacksonville,Florida",3/20/15,3/15
Lexington,South Carolina,33.8986841,-81.275054,",","Lexington,South Carolina",3/20/15,3/15
Los Angeles,California,34.052234,-118.243685,",","Los Angeles,California",3/21/15,3/15
Westwood,Massachusetts,42.2139873,-71.2244987,",","Westwood,Massachusetts",3/25/15,3/15
Santa Maria,California,34.953034,-120.435719,",","Santa Maria,California",3/26/15,3/15
Los Angeles,California,34.052234,-118.243685,",","Los Angeles,California",3/26/15,3/15
Clarksville,Tennessee,36.5277607,-87.3588703,",","Clarksville,Tennessee",3/26/15,3/15
